用户名,评论时间,评论内容,评分,赞同数,情感
不要说话,2023/4/29 0:53,画面很漂亮，但是剧情真的无法苟同，剪的稀碎，爱情片变亲情片，不接受洗白！！,20,27,0
华盛顿樱桃树,2023/5/3 23:58,再次证明，爱情片要想过得去，选角是关键！之前《你的婚礼》如此，本片也是。两个人火花不少，能忽略掉一些故事和表达的问题。张新成稳的，孙千又进步了不少。但片中一些人物坏的难以理解以及强行的一家人和解令人不适。,30,1,1
小樽,2023/5/1 23:44,是个偶像剧，内核是大女主！孙千太好看了，有透明感，手指好看，声音好听，接锅姨的戏也很好诶！,40,5,1
戲味尚宮,2023/4/28 23:09,有这样的妈，每天至少离家出走三次……但人生有多少个十年，世界上又有多少个李燃，如果忍一忍可以换来一个，好像还行？,20,13,0
你的z啊,2023/4/29 1:02,落座20分钟心疼票钱，土土的剧情诡异的人设，每一步剧情的发展都踩到我的雷点 ，难看,10,45,0
豆苗豆苗长高高,2023/4/30 8:50,喜羊羊的吻戏太吓人了，光线的爱情片我只能说，烂得无可救药,10,32,0
塞纳湖畔小老鼠,2023/5/5 23:24,看过小说 电影改的太不饱满了 女主和班长的友谊居然一点没提 以及男主真的不适合再演高中生了演成年人是ok的,20,4,0
HAN.,2023/4/30 20:05,剧情挺平淡 简单来说就是很无聊 多一星送给张新成,30,1,1
有幸和你在一起,2023/5/10 13:48,烂到不想评价，全剧没有一个能让人共情的点。还这么多年谢谢你，就想问这十年你们为这份所谓的感情付出过啥，甚至连主动联系对方都没有尝试，谢你妹呢！,10,1,0
保小罗,2023/4/30 20:53,本来想说这部电影和《盛夏未来》是近几年唯二能看的爱情片，但一想《盛夏未来》好像不算爱情片，那这部就成了唯一能看的了。,50,16,1
RealNoémi,2023/5/5 13:16,20230501,10,1,0
kaiser,2023/5/1 19:54,家庭部分比谈恋爱更真实，结尾非得大团圆吗？真的不好看啊！而且这俩人的感情到底怎么发展起来的，这么多年都不联系又是为啥，是因为异国恋谈不起吗！,30,0,1
一棵花白,2023/4/29 0:01,我很棒啊，更糟糕的家庭，我一个人走出来了。,40,30,1
报大人,2023/4/28 21:30,一个狗血爱情故事。,20,42,0
8条鸡柳9块9,2023/4/28 23:24,喂??被喂的最狠的一部,10,50,0
offer好运来,2023/5/8 19:30,2023.5.6 22:45-00:50 大学城cgv影院 with my girl,30,0,1
El duderino,2023/4/29 2:20,"对张新成眼前一亮，台词真不错，但演高中生还是能看出一些做作，虽然不出戏，但真的快转型吧，别浪费了老天爷赏的饭！

虽然故事有点狗血，但节奏真不错，很多情节点到为止，恰到好处。是一部用心制作的爱情片了。顺便再次确认唐汉霄真的是个宝藏才子！",40,34,1
WildHunt,2023/4/30 11:15,第一次看这种题材的电影，因为有女朋友了，她想看这个,20,3,0
????????????,2023/4/29 1:31,我信我姐妹说感觉像是八月长安嗑了两斤药写出来的了??,20,26,0
九又四分之三,2023/5/7 19:52,好漫长的两个小时…,10,2,0
豆友207087634,2023/4/30 6:31,影片不如预告片,10,11,0
荼白,2023/4/30 2:53,《这么多年》你烂的有一套!,10,29,0
月直直,2023/4/29 12:01,"宁愿相信吴京加入BLACKPINK…

PS.电影有点太短了，全都展示得是特别大的情绪戏，没有什么简单日常。演员场场都哭，观众看得也有点累",40,11,1
??,2023/4/28 21:09,男帅女美，很有cp感。陈见夏的故事让人代入现实，李燃如同她年少的一场梦。很幸运，她能一直把梦做下去。,50,8,1
开平彭于晏,2023/4/29 22:37,【43】这就是说，看光线出品的青春爱情片，主打的就是看一个俊男靓女美摄影，加之一些小甜小虐小狗血，然后光靠氛围感就能填饱肚子，我还真挺吃这套。不过我想，这个故事完全以大女主视角去拍成长的话，兴许会更好看。@这么多年,30,5,1
Stfind,2023/4/30 6:22,逻辑有问题，剧情有问题，编剧也有问题。,20,13,0
文青是病,2023/5/10 3:44,大冬天开车窗伸手出去摸雪，我光看就冷得哆嗦。除了偶像剧谁能干这种事儿。,30,0,1
只 火,2023/5/2 14:26,感觉演员尽力了，但是编剧好像不是活在21世纪也没上过班的亚子，来不了，太老套了,10,1,0
L.Y.,2023/5/3 17:07,从林杨到李燃，这么多年,40,3,1
祝你好运,2023/4/28 20:18,很平很平,20,18,0
curiosity57,2023/5/3 8:44,拍摄手法越来越高级了，但是故事没讲好,20,1,0
逸蓝,2023/5/2 23:00,对女主的童年经历原生家庭达到了共鸣！虽然对男女主和此类爱情主题电影无感,30,0,1
奥莉安娜,2023/4/29 0:03,又一次被光线骗钱…,10,66,0
贺兰,2023/5/2 19:48,张新成为什么演了林杨还要演李燃……角色滤镜都被弄没了。还有他面部状态怎么又老又年轻，看着好奇怪。,10,6,0
没事儿少嘚嘚,2023/4/29 2:08,真的被抖音骗了…正片真是…一言难尽…啥啊,10,19,0
C,2023/4/30 12:15,第一次给国产爱情打五星,50,25,1
Leggrandpa,2023/4/30 13:25,靠亲嘴吸引来的人气，注定要被情节败光,20,7,0
So So,2023/4/28 20:06,真正的沟通，不说话也可以，但必须真诚,40,538,1
没有好电影看咯,2023/4/29 18:04,谁大晚上去岳麓书院啊？谁命那么大，湘江随便跳啊？,30,602,1
蜡笔小新,2023/4/28 20:30,看完了，张艺兴的台词真的挺惊艳的，长沙话特别好听，装扮很贴切角色，眼神戏很有层次感很丰富，和妈妈的拥抱这里也很感人，第一次脱口秀讲的时候大家都冷场的表情转换到生气，表演的很自然，第二次在讲的时候戏里的他更坚定更有信心了，这里的表演也很打动人，很明显能看出和第一次眼神的不一样！导演把长沙拍的很生活化，街道人来人往的人群，巷子里的一家家小吃店，一群人围在一起吃顿饭，也许生活就是这样，家人朋友在一起，哪怕是嗦一碗粉，也是幸福的，看完了只想快点去到长沙，下个月马上去，哈哈！,50,1234,1
没错是我呀呀呀,2023/4/28 20:23,看完电影直奔大排档，在一天忙碌生活结束之后继续开启下半场。虽然不在长沙，但是《长沙夜生活》展现的恰恰是生活在城市一角对我们。充满烟火气的生活，就算疲惫也吹刷不了我们的幸福感，如果有更大的烦恼，不如就去嗦一碗粉吧。,40,721,1
Ber_雪碧,2023/4/28 23:12,著名编剧张冀老师首执导筒，把一篇洋洋洒洒、有笑有泪的情书献给心爱的长沙，他所有饱含深情的遣词用句，都从银幕之上穿越而来，送进了每一位影迷的心里。有了《长沙夜生活》，我们就有了中国本土的《真爱至上》和“爱在”三部曲系列。影片讲述的，其实是“中国夜生活”，充满烟火气的、色香味俱全的、独属于中国人的夜晚，它是刻印我们每个人记忆里的家乡滋味，是几代人共享的对美好生活的殷切期许。夜晚结束，新的一天就将开始，日夜循环，构成一个又一个七日。影片围绕几组人物展开，有搭伙夜游的景为为、何西西，有坚持用长沙话讲脱口秀的何岸，还有守护摩天轮、经营大排档的各色人物。在这个奇妙的夜晚里，人们相遇、争吵、纠缠、和解、失去、放下，好在当清晨紧接着夜晚的脚步越来越近，他们都找到了各自的答案。,50,794,1
豆瓣路人己,2023/4/28 22:44,内地市场里，算是很特别的创作，也肯定会是有口碑争议的片子。有想法的地方真的非常好，但糟糕的地方非常糟糕，尤其没有捕捉到城市真正的呼吸感。#2.5（张艺兴可以提了一个金鸡男配,30,847,1
方式语言,2023/4/28 21:44,预料之中的观感，像综艺、像段子、像纪录片、像小说、像电视剧、像旅游vlog 、像脱口秀、像短视频……啥都像，就是不像电影。可惜的是前四分之三还能看，后四分之一从跳湘江开始全线崩盘，各种侮辱人智商的情节连连上演，影厅里笑声此起彼伏，很乐。,30,82,1
武侠小王子,2023/4/28 21:37,确实不是想象中的城市宣传片，情感浓度很高，很浪漫。创作者对长沙这片土地的情感，投射到每一个角色身上，又通过角色间的情感碰撞传递给观众一种关切，一份治愈。看完不难理解为什么张冀要拍这样一部电影，对小人物的精准把握，对生活的体察一以贯之，确实如陈可辛所说，是“很张冀”的一部电影。,40,555,1
甜菜观察手册,2023/4/29 0:30,"宣传长沙美食做得蛮好，刚看完人还没到家就点了碗双码粉的外卖
男女主的体力堪比铁人三项了，大晚上的，从德思勤走到黄兴路步行街再爬到岳麓书院再走到橘子洲大桥顺便跳了个江游了个泳再走到五一广场嗦粉，凌晨的时候两个人已经坐到了梅溪湖边上并宣布在一起了[强]
特种兵们旅游的时候学着点，晚上睡什么睡！都来给我通宵夜游长沙！张艺兴这次的表演惊喜到我了，很松弛自然，准确甚至丰满地传达出了这个角色的个性，摩天轮的两个西北小伙也很不错，说家乡话的时候，我这个长沙人听哭了
好想跟编剧说：我们长沙人真的不是天天把“你要哦解咯”挂在嘴边的，听到这句话居然还被编成诗真的是全剧最尴尬的点没有之一！
男女主的人设和情节，毁了其他所有演员营造的好氛围，格格不入，以至于最后两人突然接吻的时候，我周围都是一片脚指头扣地的嘘声",50,625,1
普通的酷酷小狗,2023/4/28 20:22,没头没尾。。。三分给何岸讲的地狱笑话,30,104,1
闵思嘉,2023/4/28 20:58,从“地域电影”的角度看，长沙和超级都市的北京上海、适合犯罪片喜剧片的四川重庆都不一样。它因为全国顶级的文化娱乐产业而现代，而“快”，但又不是超级都市那种资本的“快”。它的“快”，是大排档和夜生活即来即得的“快”，是烟火气和锅气的“快”。它拍出了长沙和长沙人的“锅气”，那种快火猛炒下的味道。何西西和景为为的锅气在正义，在理想主义；丽姐的锅气在大排档的呛辣烟火中；何岸的锅气，则是对长沙话的坚持。这锅气属于长沙，而这生活则在更广泛的城市共同体验里。我们和城市的关系，只需要这样一个交付彼此的夜晚就可以建立。,40,464,1
光明王后,2023/4/29 11:27,张艺兴的演技狠狠让人共情了，看见他被轻视被取笑被家人看不起的时候，我真的很想哭，我太能体会这种感受。,50,817,1
aikon,2023/4/29 19:48,长沙版爱在黎明破晓前饮食男女,30,34,1
连城易脆,2023/4/30 14:38,"预售的时候，这部电影几乎垫底的地步，我还有一些诧异，但是考虑到导演是《夺冠》的编剧，陈可辛长期合作的伙伴，所以我还是抱着还不错的期待，甚至在接受媒体采访的时候觉得它可能会是黑马。

可惜看个开头就发现让我有一些失望。因为真的快拍成了一个城市宣传片，而且使用的套路和方式也比较陈旧，选择几对角色交叉叙事，分别实现人物的成长，最后一起吃饭，真的没啥新意。

长沙的确是一个有烟火气的城市，而且考虑到房价这么低，真的让人很羡慕！我以前在长沙出差的时候，夜里走在马路上，真的会感叹大家第二天不用上班的吗？

想想最近淄博烧烤的热搜和五一的火爆，或许长沙的嗦粉也可以试试类似的营销，这部电影带来的关注度可能还不如几个网红探店来的多。也是挺可惜的吧。

最后，电影的方言rap我挺喜欢的。喜欢一切方言特色文化。",30,12,1
陳顏,2023/4/28 21:50,上海人去了东方明珠会失去上海户口，长沙人看了《长沙夜生活》会被开除长沙籍。,20,807,0
棍儿,2023/4/28 22:49,长沙是生我养我的城市，我从出生到青春期所有的美好回忆都发生在这座城，它承载了我的青春和太多的美好回忆，对我来说它既是忆乡也是异乡。但这部电影并没有拍出我心中的长沙，我可以理解导演想通过多线叙事来展示这座城里形形色色人们各自的生活，但观感很松散并且好几条线是被硬凑在一起的。不过电影里还是有打动我的部分，比如丽姐的那一番话“长沙人的一天是从一碗粉开始的，也是以一碗粉结束的”，无论你这一天过得多么的不容易，一碗粉下肚确实会活过来半截。虽然也会经常抱怨长沙无聊以及人太多，但它确实是可以治愈人心的，当你经过那些车水马龙人声鼎沸的市井街道，就会感到莫名的温暖以及被治愈。嘴上虽然很少说，但我确实是从骨子里爱着长沙的。,30,33,1
